character,story,archetype,Care,Fairness,Loyalty,Authority,Sanctity,Liberty,overall_morality
Donna Moss,Donna Moss/The West Wing,Adventurer-Angel-Heroes,0.7747093816415728,0.7111555347970051,0.7275186065338662,0.30372629554547376,0.6989721982801567,-0.09917429184043956,0.5194846208262724
Abbey Bartlet,Abbey Bartlet/The West Wing,Heroes,0.42113151197381243,0.5304001819588778,0.6569366228172295,0.026906131270394262,0.2790255960592334,0.4702561618998058,0.3974427009965589
Joey Lucas,Joey Lucas/The West Wing,Heroes,0.4681211533921487,0.599166110410499,0.6412057202440593,0.031330871105443164,0.349465256434881,0.47122426371772985,0.42675222921746014
Wanda Maximoff,Wanda Maximoff/WandaVision,Geek-Adventurer-Heroes,0.18661141005896456,0.30758059401690924,0.43011839749897085,-0.3792087806181845,0.022597399255928203,0.5865943449611551,0.19238222752895726
Vision,Vision/WandaVision,Angel-Heroes,0.6489817798818178,0.7509374060171934,0.6959763414961093,0.5411137987460286,0.6418069394334616,-0.04209740084977327,0.5394531441208062
Agatha Harkness,Agatha Harkness/WandaVision,Demon-Heroes,-0.5360440526408766,-0.39721332013856137,-0.14104581580709394,-0.7062326584198952,-0.6776859129156257,0.7574621647239058,-0.2834599325330245
Will Graham,Will Graham/Hannibal,Geek-Outcast-Heroes,0.11082952800938431,0.27267672941678955,0.3043096262508806,-0.1399452044505696,0.026960469978212425,0.32603290062725565,0.1501440083053255
Dr. Hannibal Lecter,Dr. Hannibal Lecter/Hannibal,Geek-Demon-Heroes,-0.16560169447614287,0.0270207014522503,0.1728199823739013,-0.24502740018058503,-0.2578502695695426,0.6053349609510319,0.022782713425152163
Dr. Alana Bloom,Dr. Alana Bloom/Hannibal,Heroes,0.3850059037234739,0.47872383825278086,0.6027361521879636,0.22623463079867795,0.2574778515829174,0.2821429835970935,0.3720535600238179
Jack Crawford,Jack Crawford/Hannibal,Traditionalist-Heroes,0.12060860308448924,0.270526733448518,0.5173851545706658,0.23344208833860403,0.028665832630257057,0.28127810305922796,0.24198441918862704
Jimmy Price,Jimmy Price/Hannibal,Diva-Angel-Heroes,0.4517433297093579,0.4202755088697925,0.4701782953884424,0.4200151927557524,0.4184309525389094,-0.23093109063338296,0.3249520314381453
Brian Zeller,Brian Zeller/Hannibal,Heroes,0.10037710944753514,0.03630358465841782,0.1571337212776601,-0.10924578632227576,-0.012530184695087683,-0.03804149357311939,0.022332825132188372
Dr. Bedelia Du Maurier,Dr. Bedelia Du Maurier/Hannibal,Traditionalist-Heroes,0.013863969708407467,0.16977099772353393,0.2663517932673939,0.10043269155946327,-0.07150122400690455,0.3678041464448916,0.14112039578279761
Beverly Katz,Beverly Katz/Hannibal,Heroes,0.5582129521444369,0.6819397473392965,0.6861366301585389,0.02134049107195546,0.4038275051468564,0.41468909808865967,0.461024403991624
Abigail Hobbs,Abigail Hobbs/Hannibal,Geek-Outcasts,-0.03658163089166752,0.017161287774253894,0.06117885072940015,-0.06027400774013901,-0.07648646794103181,0.029233927655338613,-0.01096134006897428
