index	character	character in latex	character/story	character/story in latex	card url
738	Ellis Wyatt	Ellis Wyatt	Ellis Wyatt/Atlas Shrugged	Ellis Wyatt/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Ellis-Wyatt-0800-235-090.pdf
739	Francisco d'Anconia	Francisco d'Anconia	Francisco d'Anconia/Atlas Shrugged	Francisco d'Anconia/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Francisco-dAnconia-0800-235-090.pdf
740	Jon Snow	Jon Snow	Jon Snow/Game of Thrones	Jon Snow/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Jon-Snow-0800-235-090.pdf
741	Tyrion Lannister	Tyrion Lannister	Tyrion Lannister/Game of Thrones	Tyrion Lannister/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Tyrion-Lannister-0800-235-090.pdf
742	Daenerys Targaryen	Daenerys Targaryen	Daenerys Targaryen/Game of Thrones	Daenerys Targaryen/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Daenerys-Targaryen-0800-235-090.pdf
743	Sansa Stark	Sansa Stark	Sansa Stark/Game of Thrones	Sansa Stark/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Sansa-Stark-0800-235-090.pdf
744	Arya Stark	Arya Stark	Arya Stark/Game of Thrones	Arya Stark/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Arya-Stark-0800-235-090.pdf
745	Jaime Lannister	Jaime Lannister	Jaime Lannister/Game of Thrones	Jaime Lannister/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Jaime-Lannister-0800-235-090.pdf
746	Samwell Tarly	Samwell Tarly	Samwell Tarly/Game of Thrones	Samwell Tarly/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Samwell-Tarly-0800-235-090.pdf
747	Jorah Mormont	Jorah Mormont	Jorah Mormont/Game of Thrones	Jorah Mormont/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Jorah-Mormont-0800-235-090.pdf
748	Theon Greyjoy	Theon Greyjoy	Theon Greyjoy/Game of Thrones	Theon Greyjoy/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Theon-Greyjoy-0800-235-090.pdf
749	Petyr Baelish	Petyr Baelish	Petyr Baelish/Game of Thrones	Petyr Baelish/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Petyr-Baelish-0800-235-090.pdf
750	Davos Seaworth	Davos Seaworth	Davos Seaworth/Game of Thrones	Davos Seaworth/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Davos-Seaworth-0800-235-090.pdf
751	Eddard Stark	Eddard Stark	Eddard Stark/Game of Thrones	Eddard Stark/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Eddard-Stark-0800-235-090.pdf
752	Brandon Stark	Brandon Stark	Brandon Stark/Game of Thrones	Brandon Stark/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Brandon-Stark-0800-235-090.pdf
753	Brienne of Tarth	Brienne of Tarth	Brienne of Tarth/Game of Thrones	Brienne of Tarth/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Brienne-of-Tarth-0800-235-090.pdf
754	Sandor Clegane	Sandor Clegane	Sandor Clegane/Game of Thrones	Sandor Clegane/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Sandor-Clegane-0800-235-090.pdf
755	Varys	Varys	Varys/Game of Thrones	Varys/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Varys-0800-235-090.pdf
756	Catelyn Stark	Catelyn Stark	Catelyn Stark/Game of Thrones	Catelyn Stark/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Catelyn-Stark-0800-235-090.pdf
757	Tywin Lannister	Tywin Lannister	Tywin Lannister/Game of Thrones	Tywin Lannister/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Tywin-Lannister-0800-235-090.pdf
758	Margaery Tyrell	Margaery Tyrell	Margaery Tyrell/Game of Thrones	Margaery Tyrell/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Margaery-Tyrell-0800-235-090.pdf
759	Robb Stark	Robb Stark	Robb Stark/Game of Thrones	Robb Stark/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Robb-Stark-0800-235-090.pdf
760	Bronn	Bronn	Bronn/Game of Thrones	Bronn/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Bronn-0800-235-090.pdf
761	Stannis Baratheon	Stannis Baratheon	Stannis Baratheon/Game of Thrones	Stannis Baratheon/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Stannis-Baratheon-0800-235-090.pdf
762	Joffrey Baratheon	Joffrey Baratheon	Joffrey Baratheon/Game of Thrones	Joffrey Baratheon/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Joffrey-Baratheon-0800-235-090.pdf
763	Melisandre	Melisandre	Melisandre/Game of Thrones	Melisandre/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Melisandre-0800-235-090.pdf
764	Olenna Tyrell	Olenna Tyrell	Olenna Tyrell/Game of Thrones	Olenna Tyrell/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Olenna-Tyrell-0800-235-090.pdf
765	Ygritte	Ygritte	Ygritte/Game of Thrones	Ygritte/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Ygritte-0800-235-090.pdf
766	Cersei Lannister	Cersei Lannister	Cersei Lannister/Game of Thrones	Cersei Lannister/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Cersei-Lannister-0800-235-090.pdf
767	Shae	Shae	Shae/Game of Thrones	Shae/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Shae-0800-235-090.pdf
768	Oberyn Martell	Oberyn Martell	Oberyn Martell/Game of Thrones	Oberyn Martell/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Oberyn-Martell-0800-235-090.pdf
769	Asha Greyjoy	Asha Greyjoy	Asha Greyjoy/Game of Thrones	Asha Greyjoy/Game of Thrones	https://compstorylab.org/archetypometrics/cards/Game-of-Thrones-Asha-Greyjoy-0800-235-090.pdf
770	Dom Cobb	Dom Cobb	Dom Cobb/Inception	Dom Cobb/Inception	https://compstorylab.org/archetypometrics/cards/Inception-Dom-Cobb-0800-235-090.pdf
771	Arthur	Arthur	Arthur/Inception	Arthur/Inception	https://compstorylab.org/archetypometrics/cards/Inception-Arthur-0800-235-090.pdf
772	Ariadne	Ariadne	Ariadne/Inception	Ariadne/Inception	https://compstorylab.org/archetypometrics/cards/Inception-Ariadne-0800-235-090.pdf
773	Mal Cobb	Mal Cobb	Mal Cobb/Inception	Mal Cobb/Inception	https://compstorylab.org/archetypometrics/cards/Inception-Mal-Cobb-0800-235-090.pdf
774	Mr. Saito	Mr. Saito	Mr. Saito/Inception	Mr. Saito/Inception	https://compstorylab.org/archetypometrics/cards/Inception-Mr-Saito-0800-235-090.pdf
775	Robert Fischer	Robert Fischer	Robert Fischer/Inception	Robert Fischer/Inception	https://compstorylab.org/archetypometrics/cards/Inception-Robert-Fischer-0800-235-090.pdf
776	Frodo Baggins	Frodo Baggins	Frodo Baggins/Lord of the Rings	Frodo Baggins/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Frodo-Baggins-0800-235-090.pdf
777	Aragorn	Aragorn	Aragorn/Lord of the Rings	Aragorn/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Aragorn-0800-235-090.pdf
778	Boromir	Boromir	Boromir/Lord of the Rings	Boromir/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Boromir-0800-235-090.pdf
779	Merry Brandybuck	Merry Brandybuck	Merry Brandybuck/Lord of the Rings	Merry Brandybuck/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Merry-Brandybuck-0800-235-090.pdf
780	Samwise Gamgee	Samwise Gamgee	Samwise Gamgee/Lord of the Rings	Samwise Gamgee/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Samwise-Gamgee-0800-235-090.pdf
781	Gandalf	Gandalf	Gandalf/Lord of the Rings	Gandalf/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Gandalf-0800-235-090.pdf
782	Gimli	Gimli	Gimli/Lord of the Rings	Gimli/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Gimli-0800-235-090.pdf
783	Legolas	Legolas	Legolas/Lord of the Rings	Legolas/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Legolas-0800-235-090.pdf
784	Pippin Took	Pippin Took	Pippin Took/Lord of the Rings	Pippin Took/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Pippin-Took-0800-235-090.pdf
785	Gollum	Gollum	Gollum/Lord of the Rings	Gollum/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Gollum-0800-235-090.pdf
786	Tony Stark	Tony Stark	Tony Stark/Marvel Cinematic Universe	Tony Stark/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Tony-Stark-0800-235-090.pdf
787	Captain America	Captain America	Captain America/Marvel Cinematic Universe	Captain America/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Captain-America-0800-235-090.pdf
788	Black Widow	Black Widow	Black Widow/Marvel Cinematic Universe	Black Widow/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Black-Widow-0800-235-090.pdf
789	Bruce Banner	Bruce Banner	Bruce Banner/Marvel Cinematic Universe	Bruce Banner/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Bruce-Banner-0800-235-090.pdf
790	Captain Marvel	Captain Marvel	Captain Marvel/Marvel Cinematic Universe	Captain Marvel/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Captain-Marvel-0800-235-090.pdf
791	Thor	Thor	Thor/Marvel Cinematic Universe	Thor/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Thor-0800-235-090.pdf
792	Nick Fury	Nick Fury	Nick Fury/Marvel Cinematic Universe	Nick Fury/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Nick-Fury-0800-235-090.pdf
793	Dr. Strange	Dr. Strange	Dr. Strange/Marvel Cinematic Universe	Dr. Strange/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Dr-Strange-0800-235-090.pdf
794	Black Panther	Black Panther	Black Panther/Marvel Cinematic Universe	Black Panther/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Black-Panther-0800-235-090.pdf
795	Gamora	Gamora	Gamora/Marvel Cinematic Universe	Gamora/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Gamora-0800-235-090.pdf
796	Thanos	Thanos	Thanos/Marvel Cinematic Universe	Thanos/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Thanos-0800-235-090.pdf
797	Peggy Carter	Peggy Carter	Peggy Carter/Marvel Cinematic Universe	Peggy Carter/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Peggy-Carter-0800-235-090.pdf
798	Loki	Loki	Loki/Marvel Cinematic Universe	Loki/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Loki-0800-235-090.pdf
799	Hawkeye	Hawkeye	Hawkeye/Marvel Cinematic Universe	Hawkeye/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Hawkeye-0800-235-090.pdf
800	Peter Jason Quill	Peter Jason Quill	Peter Jason Quill/Marvel Cinematic Universe	Peter Jason Quill/Marvel Cinematic Universe	https://compstorylab.org/archetypometrics/cards/Marvel-Cinematic-Universe-Peter-Jason-Quill-0800-235-090.pdf
