164	Mulholland Drive	Cowboy Bebop	https://compstorylab.org/archetypometrics/cards/Cowboy-Bebop-2000-464-341.pdf
165	My Little Pony: Friendship Is Magic	Back to the Future	https://compstorylab.org/archetypometrics/cards/Back-to-the-Future-2000-464-341.pdf
166	NCIS	Scrubs	https://compstorylab.org/archetypometrics/cards/Scrubs-2000-464-341.pdf
167	Naruto	Mr. Robot	https://compstorylab.org/archetypometrics/cards/Mr-Robot-2000-464-341.pdf
168	Neon Genesis Evangelion	Green Book	https://compstorylab.org/archetypometrics/cards/Green-Book-2000-464-341.pdf
169	New Girl	Groundhog Day	https://compstorylab.org/archetypometrics/cards/Groundhog-Day-2000-464-341.pdf
170	Nineteen Eighty-Four	The Umbrella Academy	https://compstorylab.org/archetypometrics/cards/The-Umbrella-Academy-2000-464-341.pdf
171	Nomadland	Parasite	https://compstorylab.org/archetypometrics/cards/Parasite-2000-464-341.pdf
172	Normal People	Sense and Sensibility	https://compstorylab.org/archetypometrics/cards/Sense-and-Sensibility-2000-464-341.pdf
173	Ocean's 11	Frozen	https://compstorylab.org/archetypometrics/cards/Frozen-2000-464-341.pdf
174	Once Upon a Time	Firefly + Serenity	https://compstorylab.org/archetypometrics/cards/Firefly--Serenity-2000-464-341.pdf
175	One Flew Over the Cuckoo's Nest	Succession	https://compstorylab.org/archetypometrics/cards/Succession-2000-464-341.pdf
176	One Punch Man	Brooklyn Nine-Nine	https://compstorylab.org/archetypometrics/cards/Brooklyn-Nine-Nine-2000-464-341.pdf
177	Orange is the New Black	The Big Sick	https://compstorylab.org/archetypometrics/cards/The-Big-Sick-2000-464-341.pdf
178	Outer Banks	Smallville	https://compstorylab.org/archetypometrics/cards/Smallville-2000-464-341.pdf
179	Outlander	Se7en	https://compstorylab.org/archetypometrics/cards/Se7en-2000-464-341.pdf
180	Ozark	Good Will Hunting	https://compstorylab.org/archetypometrics/cards/Good-Will-Hunting-2000-464-341.pdf
181	Parasite	Transformers	https://compstorylab.org/archetypometrics/cards/Transformers-2000-464-341.pdf
182	Parks and Recreation	Am\'{e}lie	https://compstorylab.org/archetypometrics/cards/Amelie-2000-464-341.pdf
183	Peaky Blinders	Gone With the Wind	https://compstorylab.org/archetypometrics/cards/Gone-With-the-Wind-2000-464-341.pdf
184	Penny Arcade	Fight Club	https://compstorylab.org/archetypometrics/cards/Fight-Club-2000-464-341.pdf
185	Pirates of the Caribbean	A Series of Unfortunate Events	https://compstorylab.org/archetypometrics/cards/A-Series-of-Unfortunate-Events-2000-464-341.pdf
186	Pokémon	Fast \& Furious	https://compstorylab.org/archetypometrics/cards/Fast-and-Furious-2000-464-341.pdf
187	Portrait of a Lady on Fire	Forrest Gump	https://compstorylab.org/archetypometrics/cards/Forrest-Gump-2000-464-341.pdf
188	Pretty Little Liars	After Life	https://compstorylab.org/archetypometrics/cards/After-Life-2000-464-341.pdf
189	Pride and Prejudice	New Girl	https://compstorylab.org/archetypometrics/cards/New-Girl-2000-464-341.pdf
190	Prison Break	The Flash	https://compstorylab.org/archetypometrics/cards/The-Flash-2000-464-341.pdf
191	Promising Young Woman	A Nightmare on Elm Street	https://compstorylab.org/archetypometrics/cards/A-Nightmare-on-Elm-Street-2000-464-341.pdf
192	Psych	Finding Nemo	https://compstorylab.org/archetypometrics/cards/Finding-Nemo-2000-464-341.pdf
193	Psycho	Better Call Saul	https://compstorylab.org/archetypometrics/cards/Better-Call-Saul-2000-464-341.pdf
194	Pulp Fiction	How I Met Your Mother	https://compstorylab.org/archetypometrics/cards/How-I-Met-Your-Mother-2000-464-341.pdf
195	Raiders of the Lost Ark	It's Always Sunny in Philadelphia	https://compstorylab.org/archetypometrics/cards/Its-Always-Sunny-in-Philadelphia-2000-464-341.pdf
196	Ratatouille	Nomadland	https://compstorylab.org/archetypometrics/cards/Nomadland-2000-464-341.pdf
197	Rick and Morty	Before Sunrise	https://compstorylab.org/archetypometrics/cards/Before-Sunrise-2000-464-341.pdf
198	Riverdale	The Curious Case of Benjamin Button	https://compstorylab.org/archetypometrics/cards/The-Curious-Case-of-Benjamin-Button-2000-464-341.pdf
199	Robin Hood	Degrassi: The Next Generation	https://compstorylab.org/archetypometrics/cards/Degrassi-The-Next-Generation-2000-464-341.pdf
200	Rogue One	M*A*S*H	https://compstorylab.org/archetypometrics/cards/MASH-2000-464-341.pdf
201	Roman Holiday	A Star Is Born	https://compstorylab.org/archetypometrics/cards/A-Star-Is-Born-2000-464-341.pdf
202	Romeo and Juliet	Psych	https://compstorylab.org/archetypometrics/cards/Psych-2000-464-341.pdf
203	Ruby Sparks	Coco	https://compstorylab.org/archetypometrics/cards/Coco-2000-464-341.pdf
204	Sailor Moon	The Incredibles	https://compstorylab.org/archetypometrics/cards/The-Incredibles-2000-464-341.pdf
205	Scandal	Battlestar Galactica	https://compstorylab.org/archetypometrics/cards/Battlestar-Galactica-2000-464-341.pdf
206	Schitt's Creek	Twelfth Night	https://compstorylab.org/archetypometrics/cards/Twelfth-Night-2000-464-341.pdf
207	Scrubs	Fullmetal Alchemist: Brotherhood	https://compstorylab.org/archetypometrics/cards/Fullmetal-Alchemist-Brotherhood-2000-464-341.pdf
208	Se7en	Baby Driver	https://compstorylab.org/archetypometrics/cards/Baby-Driver-2000-464-341.pdf
209	Seinfeld	Once Upon a Time	https://compstorylab.org/archetypometrics/cards/Once-Upon-a-Time-2000-464-341.pdf
210	Sense and Sensibility	Cobra Kai	https://compstorylab.org/archetypometrics/cards/Cobra-Kai-2000-464-341.pdf
211	Sense8	How To Get Away With Murder	https://compstorylab.org/archetypometrics/cards/How-To-Get-Away-With-Murder-2000-464-341.pdf
212	Sex Education	Bones	https://compstorylab.org/archetypometrics/cards/Bones-2000-464-341.pdf
213	Sex and the City	Star Trek: Voyager	https://compstorylab.org/archetypometrics/cards/Star-Trek-Voyager-2000-464-341.pdf
214	Shadow and Bone	The Spectacular Now	https://compstorylab.org/archetypometrics/cards/The-Spectacular-Now-2000-464-341.pdf
215	Shameless	Castle	https://compstorylab.org/archetypometrics/cards/Castle-2000-464-341.pdf
216	Shaun of the Dead	Friends	https://compstorylab.org/archetypometrics/cards/Friends-2000-464-341.pdf
217	Sherlock	Gotham	https://compstorylab.org/archetypometrics/cards/Gotham-2000-464-341.pdf
218	Shrek	Casablanca	https://compstorylab.org/archetypometrics/cards/Casablanca-2000-464-341.pdf
219	Silicon Valley	The Witcher	https://compstorylab.org/archetypometrics/cards/The-Witcher-2000-464-341.pdf
220	Silver Linings Playbook	Gilmore Girls	https://compstorylab.org/archetypometrics/cards/Gilmore-Girls-2000-464-341.pdf
221	Singin' in the Rain	The X-Files	https://compstorylab.org/archetypometrics/cards/The-X-Files-2000-464-341.pdf
222	Sleepless in Seattle	The Sopranos	https://compstorylab.org/archetypometrics/cards/The-Sopranos-2000-464-341.pdf
223	Smallville	Dune	https://compstorylab.org/archetypometrics/cards/Dune-2000-464-341.pdf
224	Snow White and the Seven Dwarfs	X-Men	https://compstorylab.org/archetypometrics/cards/X-Men-2000-464-341.pdf
225	Sons of Anarchy	Normal People	https://compstorylab.org/archetypometrics/cards/Normal-People-2000-464-341.pdf
226	South Park	Die Hard	https://compstorylab.org/archetypometrics/cards/Die-Hard-2000-464-341.pdf
227	Space Force	The Room	https://compstorylab.org/archetypometrics/cards/The-Room-2000-464-341.pdf
228	Speed	Bad Boys	https://compstorylab.org/archetypometrics/cards/Bad-Boys-2000-464-341.pdf
229	SpongeBob SquarePants	Veep	https://compstorylab.org/archetypometrics/cards/Veep-2000-464-341.pdf
230	Squid Game	Mulholland Drive	https://compstorylab.org/archetypometrics/cards/Mulholland-Drive-2000-464-341.pdf
231	Star Trek: Deep Space Nine	The Big Bang Theory	https://compstorylab.org/archetypometrics/cards/The-Big-Bang-Theory-2000-464-341.pdf
232	Star Trek: The Next Generation	Eternal Sunshine of the Spotless Mind	https://compstorylab.org/archetypometrics/cards/Eternal-Sunshine-of-the-Spotless-Mind-2000-464-341.pdf
233	Star Trek: Voyager	Crouching Tiger, Hidden Dragon	https://compstorylab.org/archetypometrics/cards/Crouching-Tiger-Hidden-Dragon-2000-464-341.pdf
234	Star Wars: A New Hope	The Little Mermaid	https://compstorylab.org/archetypometrics/cards/The-Little-Mermaid-2000-464-341.pdf
235	Star Wars: Revenge of the Sith	The Marvelous Mrs. Maisel	https://compstorylab.org/archetypometrics/cards/The-Marvelous-Mrs-Maisel-2000-464-341.pdf
236	Star Wars: The Last Jedi	Killing Eve	https://compstorylab.org/archetypometrics/cards/Killing-Eve-2000-464-341.pdf
237	Stargate SG-1	The Lego Movie	https://compstorylab.org/archetypometrics/cards/The-Lego-Movie-2000-464-341.pdf
